"id_employe","nom","prenom","poste","departement_id","nom_departement","date_embauche","date_depart","statut_au_2026_08_01","salaire","anciennete_annees","cohorte_embauche","score_moyen_total","score_moyen_3_derniers_trimestres","categorie_performance","derniere_evaluation"
"781","Nom_781","Prenom_781","Developpeur","4","Data & Analytics","2023-02-28","","Активен","3741","3,42","2023","80,25","87","Высокая","2024-10-01"
"783","Nom_783","Prenom_783","Analyste","9","Juridique","2022-09-27","","Активен","3866","3,84","2022","71,42","79,67","Средняя","2024-10-01"
"784","Nom_784","Prenom_784","Analyste","9","Juridique","2020-05-14","","Активен","1583","6,21","2020","81,92","81,67","Высокая","2024-10-01"
"786","Nom_786","Prenom_786","Analyste","6","Ventes","2020-05-25","","Активен","2353","6,18","2020","76","77","Средняя","2024-10-01"
"787","Nom_787","Prenom_787","Finance","8","Opérations","2022-09-12","","Активен","1812","3,89","2022","74,25","83,67","Высокая","2024-10-01"
"788","Nom_788","Prenom_788","Analyste","6","Ventes","2019-08-05","","Активен","986","6,99","2019","73,08","78,33","Средняя","2024-10-01"
"789","Nom_789","Prenom_789","Finance","1","Ressources Humaines","2022-08-17","","Активен","2681","3,96","2022","73,08","76,33","Средняя","2024-10-01"
"790","Nom_790","Prenom_790","Finance","4","Data & Analytics","2022-03-01","","Активен","1230","4,42","2022","78,83","74,33","Средняя","2024-10-01"
"791","Nom_791","Prenom_791","Analyste","7","Service Client","2021-12-29","","Активен","1038","4,59","2021","67,42","73,33","Средняя","2024-10-01"
"792","Nom_792","Prenom_792","Manager","2","Finance","2022-06-29","","Активен","3145","4,09","2022","67,75","72,33","Средняя","2024-10-01"
"793","Nom_793","Prenom_793","RH","9","Juridique","2022-12-09","","Активен","875","3,64","2022","77,25","76,33","Средняя","2024-10-01"
"794","Nom_794","Prenom_794","Developpeur","8","Opérations","2023-12-16","","Активен","2156","2,63","2023","76,83","60,67","Средняя","2024-10-01"
"795","Nom_795","Prenom_795","Finance","8","Opérations","2020-03-20","","Активен","3130","6,37","2020","70,92","73,33","Средняя","2024-10-01"
"796","Nom_796","Prenom_796","RH","7","Service Client","2021-05-25","","Активен","2702","5,19","2021","71,08","61,33","Средняя","2024-10-01"
"797","Nom_797","Prenom_797","Manager","4","Data & Analytics","2022-04-20","","Активен","4813","4,28","2022","80,67","88,67","Высокая","2024-10-01"
"798","Nom_798","Prenom_798","Developpeur","2","Finance","2019-06-16","","Активен","2859","7,13","2019","81,58","78,33","Средняя","2024-10-01"
"799","Nom_799","Prenom_799","Developpeur","3","Informatique","2019-04-01","","Активен","940","7,33","2019","76,58","73,33","Средняя","2024-10-01"
"800","Nom_800","Prenom_800","Finance","6","Ventes","2020-12-14","","Активен","2589","5,63","2020","74,42","68,33","Средняя","2024-10-01"
"801","Nom_801","Prenom_801","Analyste","5","Marketing","2023-04-04","","Активен","4426","3,33","2023","82,17","81,67","Высокая","2024-10-01"
"802","Nom_802","Prenom_802","Manager","8","Opérations","2019-02-08","","Активен","816","7,48","2019","78","73,67","Средняя","2024-10-01"
"803","Nom_803","Prenom_803","Finance","6","Ventes","2022-02-23","","Активен","1264","4,44","2022","71","88","Высокая","2024-10-01"
"804","Nom_804","Prenom_804","Manager","6","Ventes","2023-01-14","","Активен","2627","3,55","2023","71","62,33","Средняя","2024-10-01"
"805","Nom_805","Prenom_805","Analyste","1","Ressources Humaines","2019-06-22","","Активен","3828","7,11","2019","73,5","71,67","Средняя","2024-10-01"
"806","Nom_806","Prenom_806","Analyste","4","Data & Analytics","2020-10-14","","Активен","1319","5,8","2020","67,83","67,67","Средняя","2024-10-01"
"808","Nom_808","Prenom_808","Analyste","3","Informatique","2022-05-28","","Активен","3651","4,18","2022","70,42","60,67","Средняя","2024-10-01"
"809","Nom_809","Prenom_809","RH","9","Juridique","2023-07-20","","Активен","3643","3,03","2023","72","84,33","Высокая","2024-10-01"
"810","Nom_810","Prenom_810","Developpeur","1","Ressources Humaines","2021-12-17","","Активен","2684","4,62","2021","73,17","76,33","Средняя","2024-10-01"
"811","Nom_811","Prenom_811","Finance","6","Ventes","2023-08-11","","Активен","4971","2,97","2023","74,83","76,67","Средняя","2024-10-01"
"812","Nom_812","Prenom_812","Manager","6","Ventes","2020-04-20","","Активен","1725","6,28","2020","71,67","67","Средняя","2024-10-01"
"813","Nom_813","Prenom_813","RH","10","Direction Générale","2020-03-31","","Активен","4534","6,34","2020","73,58","69","Средняя","2024-10-01"
"814","Nom_814","Prenom_814","Finance","5","Marketing","2021-04-08","","Активен","1769","5,31","2021","83,67","73,33","Средняя","2024-10-01"
"815","Nom_815","Prenom_815","Analyste","5","Marketing","2021-06-13","","Активен","1894","5,13","2021","72,25","67,67","Средняя","2024-10-01"
"816","Nom_816","Prenom_816","Analyste","10","Direction Générale","2022-10-16","","Активен","3995","3,79","2022","77,58","76,67","Средняя","2024-10-01"
"817","Nom_817","Prenom_817","Analyste","5","Marketing","2021-10-21","","Активен","2204","4,78","2021","68,42","78","Средняя","2024-10-01"
"818","Nom_818","Prenom_818","Analyste","6","Ventes","2020-01-22","","Активен","4164","6,52","2020","75,75","77,33","Средняя","2024-10-01"
"819","Nom_819","Prenom_819","Manager","8","Opérations","2019-12-14","","Активен","4782","6,63","2019","78,25","88,67","Высокая","2024-10-01"
"820","Nom_820","Prenom_820","RH","2","Finance","2019-07-09","","Активен","4813","7,06","2019","70,33","62,67","Средняя","2024-10-01"
"821","Nom_821","Prenom_821","Developpeur","6","Ventes","2020-05-19","","Активен","3892","6,2","2020","68,92","64","Средняя","2024-10-01"
"822","Nom_822","Prenom_822","Manager","1","Ressources Humaines","2022-04-29","","Активен","4959","4,26","2022","67,33","69","Средняя","2024-10-01"
"823","Nom_823","Prenom_823","Manager","4","Data & Analytics","2023-03-12","","Активен","2874","3,39","2023","71,25","76","Средняя","2024-10-01"
"824","Nom_824","Prenom_824","Developpeur","10","Direction Générale","2022-10-24","","Активен","1084","3,77","2022","78,92","88,33","Высокая","2024-10-01"
"825","Nom_825","Prenom_825","Developpeur","3","Informatique","2022-12-03","","Активен","1987","3,66","2022","74,92","76,67","Средняя","2024-10-01"
"826","Nom_826","Prenom_826","Analyste","9","Juridique","2021-04-03","","Активен","4769","5,33","2021","75,5","84,67","Высокая","2024-10-01"
"827","Nom_827","Prenom_827","Manager","3","Informatique","2021-07-17","2026-08-05","Активен","3765","5,04","2021","73,67","83,67","Высокая","2024-10-01"
"829","Nom_829","Prenom_829","Developpeur","1","Ressources Humaines","2022-02-14","","Активен","1749","4,46","2022","70,67","74,67","Средняя","2024-10-01"
"830","Nom_830","Prenom_830","Developpeur","6","Ventes","2019-05-14","","Активен","4739","7,22","2019","69,92","66,67","Средняя","2024-10-01"
"831","Nom_831","Prenom_831","RH","4","Data & Analytics","2019-02-27","","Активен","844","7,43","2019","72,5","71,33","Средняя","2024-10-01"
"832","Nom_832","Prenom_832","Finance","8","Opérations","2023-04-29","","Активен","2610","3,26","2023","76,67","83,33","Высокая","2024-10-01"
"833","Nom_833","Prenom_833","Finance","9","Juridique","2020-11-15","","Активен","2881","5,71","2020","78,75","76,33","Средняя","2024-10-01"
"835","Nom_835","Prenom_835","Analyste","10","Direction Générale","2019-06-22","","Активен","1629","7,11","2019","70,58","60,33","Средняя","2024-10-01"
"836","Nom_836","Prenom_836","RH","10","Direction Générale","2021-03-25","","Активен","2709","5,35","2021","69,17","60","Средняя","2024-10-01"
"837","Nom_837","Prenom_837","Finance","6","Ventes","2022-03-18","","Активен","3381","4,37","2022","74,83","74,67","Средняя","2024-10-01"
"838","Nom_838","Prenom_838","Developpeur","1","Ressources Humaines","2019-03-21","","Активен","1491","7,36","2019","74,75","86","Высокая","2024-10-01"
"839","Nom_839","Prenom_839","Finance","4","Data & Analytics","2021-06-04","","Активен","4819","5,16","2021","71,58","75,67","Средняя","2024-10-01"
"840","Nom_840","Prenom_840","RH","7","Service Client","2022-05-21","","Активен","1731","4,2","2022","75,92","74","Средняя","2024-10-01"
"841","Nom_841","Prenom_841","RH","1","Ressources Humaines","2019-07-22","","Активен","4206","7,03","2019","80,75","72,33","Средняя","2024-10-01"
"842","Nom_842","Prenom_842","Manager","8","Opérations","2021-02-02","","Активен","947","5,49","2021","73,67","65","Средняя","2024-10-01"
"843","Nom_843","Prenom_843","Developpeur","10","Direction Générale","2022-06-06","","Активен","1832","4,15","2022","69,08","62","Средняя","2024-10-01"
"844","Nom_844","Prenom_844","RH","6","Ventes","2023-08-27","","Активен","2111","2,93","2023","83,58","73","Средняя","2024-10-01"
"846","Nom_846","Prenom_846","Manager","10","Direction Générale","2023-08-10","","Активен","3921","2,98","2023","68,25","70,67","Средняя","2024-10-01"
"847","Nom_847","Prenom_847","Finance","9","Juridique","2023-04-05","","Активен","2673","3,32","2023","74,5","66,33","Средняя","2024-10-01"
"848","Nom_848","Prenom_848","Finance","2","Finance","2023-01-04","","Активен","4388","3,57","2023","76,5","87,67","Высокая","2024-10-01"
"849","Nom_849","Prenom_849","Manager","5","Marketing","2022-11-26","","Активен","1715","3,68","2022","65,83","68,67","Средняя","2024-10-01"
"850","Nom_850","Prenom_850","Finance","6","Ventes","2019-02-16","","Активен","2678","7,46","2019","72,67","83,33","Высокая","2024-10-01"
"851","Nom_851","Prenom_851","RH","7","Service Client","2022-06-10","","Активен","4548","4,14","2022","74,83","87,67","Высокая","2024-10-01"
"852","Nom_852","Prenom_852","Analyste","5","Marketing","2022-08-21","","Активен","1077","3,95","2022","78,17","94,67","Высокая","2024-10-01"
"853","Nom_853","Prenom_853","RH","9","Juridique","2023-03-30","","Активен","2777","3,34","2023","74,25","60,33","Средняя","2024-10-01"
"854","Nom_854","Prenom_854","Manager","1","Ressources Humaines","2022-03-12","","Активен","2659","4,39","2022","82","85","Высокая","2024-10-01"
"855","Nom_855","Prenom_855","Manager","7","Service Client","2022-12-09","","Активен","3836","3,64","2022","77,42","65,33","Средняя","2024-10-01"
"856","Nom_856","Prenom_856","RH","10","Direction Générale","2023-03-17","","Активен","4171","3,38","2023","66,67","71,67","Средняя","2024-10-01"
"857","Nom_857","Prenom_857","Finance","7","Service Client","2022-10-28","","Активен","2982","3,76","2022","77,92","77","Средняя","2024-10-01"
"858","Nom_858","Prenom_858","Finance","4","Data & Analytics","2023-05-09","","Активен","1970","3,23","2023","69,42","76,33","Средняя","2024-10-01"
"859","Nom_859","Prenom_859","Manager","9","Juridique","2022-07-06","","Активен","1289","4,07","2022","79,5","80","Высокая","2024-10-01"
"860","Nom_860","Prenom_860","Developpeur","5","Marketing","2020-10-17","","Активен","3325","5,79","2020","76,17","65","Средняя","2024-10-01"
"862","Nom_862","Prenom_862","RH","7","Service Client","2021-08-28","","Активен","3288","4,93","2021","76,75","73,33","Средняя","2024-10-01"
"863","Nom_863","Prenom_863","Finance","4","Data & Analytics","2021-11-01","","Активен","2676","4,75","2021","67,92","59,67","Низкая","2024-10-01"
"864","Nom_864","Prenom_864","RH","3","Informatique","2022-09-15","","Активен","3262","3,88","2022","73,67","84","Высокая","2024-10-01"
"865","Nom_865","Prenom_865","Manager","9","Juridique","2021-01-05","","Активен","2430","5,57","2021","73,67","76,67","Средняя","2024-10-01"
"866","Nom_866","Prenom_866","Finance","8","Opérations","2021-02-22","","Активен","1087","5,44","2021","80,25","85,67","Высокая","2024-10-01"
"867","Nom_867","Prenom_867","RH","1","Ressources Humaines","2021-08-25","","Активен","2707","4,93","2021","72,75","73,33","Средняя","2024-10-01"
"868","Nom_868","Prenom_868","Manager","7","Service Client","2019-12-24","","Активен","1961","6,6","2019","69,25","61,67","Средняя","2024-10-01"
"869","Nom_869","Prenom_869","Developpeur","9","Juridique","2021-08-29","","Активен","929","4,92","2021","73,67","79","Средняя","2024-10-01"
"871","Nom_871","Prenom_871","Developpeur","8","Opérations","2020-10-29","","Активен","943","5,75","2020","77","65,67","Средняя","2024-10-01"
"873","Nom_873","Prenom_873","Analyste","4","Data & Analytics","2021-10-28","","Активен","1044","4,76","2021","81,25","77,67","Средняя","2024-10-01"
"874","Nom_874","Prenom_874","Finance","8","Opérations","2022-02-19","","Активен","1726","4,45","2022","81,42","92,67","Высокая","2024-10-01"
"875","Nom_875","Prenom_875","RH","3","Informatique","2022-10-03","","Активен","3978","3,83","2022","77,75","80","Высокая","2024-10-01"
"876","Nom_876","Prenom_876","Developpeur","9","Juridique","2020-11-06","","Активен","2976","5,73","2020","74,67","64","Средняя","2024-10-01"
"878","Nom_878","Prenom_878","Manager","2","Finance","2023-07-30","","Активен","1140","3,01","2023","67,75","75","Средняя","2024-10-01"
"879","Nom_879","Prenom_879","RH","7","Service Client","2020-11-28","","Активен","2851","5,67","2020","75,92","81,33","Высокая","2024-10-01"
"880","Nom_880","Prenom_880","Developpeur","10","Direction Générale","2022-09-01","","Активен","4198","3,92","2022","79,75","76,67","Средняя","2024-10-01"
"881","Nom_881","Prenom_881","Finance","4","Data & Analytics","2022-04-16","","Активен","4750","4,29","2022","77,17","79,33","Средняя","2024-10-01"
"882","Nom_882","Prenom_882","Analyste","10","Direction Générale","2020-06-23","","Активен","1105","6,11","2020","79","80","Высокая","2024-10-01"
"883","Nom_883","Prenom_883","Developpeur","8","Opérations","2021-01-01","","Активен","1707","5,58","2021","72,17","79,67","Средняя","2024-10-01"
"884","Nom_884","Prenom_884","Finance","9","Juridique","2021-05-18","","Активен","3454","5,2","2021","77,25","70,33","Средняя","2024-10-01"
"885","Nom_885","Prenom_885","Developpeur","7","Service Client","2019-02-10","","Активен","4592","7,47","2019","68,92","65,67","Средняя","2024-10-01"
"886","Nom_886","Prenom_886","RH","5","Marketing","2021-01-09","","Активен","4842","5,56","2021","73,42","77","Средняя","2024-10-01"
"887","Nom_887","Prenom_887","RH","8","Opérations","2023-09-24","","Активен","2171","2,85","2023","71,5","76","Средняя","2024-10-01"
"888","Nom_888","Prenom_888","RH","4","Data & Analytics","2020-05-16","","Активен","1120","6,21","2020","77,75","87,67","Высокая","2024-10-01"
"889","Nom_889","Prenom_889","Analyste","2","Finance","2021-08-16","","Активен","4859","4,96","2021","75,25","83","Высокая","2024-10-01"
"890","Nom_890","Prenom_890","RH","6","Ventes","2022-03-14","","Активен","1931","4,38","2022","72,25","89,67","Высокая","2024-10-01"
"891","Nom_891","Prenom_891","Finance","9","Juridique","2022-05-09","","Активен","3378","4,23","2022","81,5","76","Средняя","2024-10-01"
"892","Nom_892","Prenom_892","Developpeur","1","Ressources Humaines","2021-07-17","","Активен","4842","5,04","2021","72,75","78,67","Средняя","2024-10-01"
"893","Nom_893","Prenom_893","Manager","10","Direction Générale","2023-10-14","","Активен","4167","2,8","2023","75,92","68","Средняя","2024-10-01"
"894","Nom_894","Prenom_894","Finance","7","Service Client","2020-04-05","","Активен","1617","6,32","2020","68,58","64,33","Средняя","2024-10-01"
"895","Nom_895","Prenom_895","Finance","10","Direction Générale","2021-01-01","","Активен","811","5,58","2021","77","65","Средняя","2024-10-01"
"897","Nom_897","Prenom_897","Analyste","10","Direction Générale","2021-07-13","","Активен","3337","5,05","2021","74,33","74,67","Средняя","2024-10-01"
"899","Nom_899","Prenom_899","Analyste","10","Direction Générale","2023-05-01","","Активен","3029","3,25","2023","76,67","64,67","Средняя","2024-10-01"
"900","Nom_900","Prenom_900","Developpeur","3","Informatique","2023-04-20","","Активен","3809","3,28","2023","77,25","70,67","Средняя","2024-10-01"
"901","Nom_901","Prenom_901","Developpeur","5","Marketing","2022-06-30","","Активен","2877","4,09","2022","70,58","72,67","Средняя","2024-10-01"
"902","Nom_902","Prenom_902","Analyste","8","Opérations","2020-01-25","","Активен","4667","6,52","2020","73,42","71","Средняя","2024-10-01"
"903","Nom_903","Prenom_903","Finance","8","Opérations","2023-06-06","","Активен","1243","3,15","2023","72,25","59,67","Низкая","2024-10-01"
"905","Nom_905","Prenom_905","Analyste","1","Ressources Humaines","2019-09-13","","Активен","1644","6,88","2019","78,33","85","Высокая","2024-10-01"
"906","Nom_906","Prenom_906","Developpeur","1","Ressources Humaines","2020-12-09","","Активен","1815","5,64","2020","77,42","71,67","Средняя","2024-10-01"
"907","Nom_907","Prenom_907","Manager","4","Data & Analytics","2020-03-25","","Активен","2184","6,35","2020","70,83","56","Низкая","2024-10-01"
"908","Nom_908","Prenom_908","Finance","6","Ventes","2019-01-10","","Активен","2197","7,56","2019","70,17","66,67","Средняя","2024-10-01"
"909","Nom_909","Prenom_909","RH","8","Opérations","2021-04-03","","Активен","1353","5,33","2021","81,92","79,67","Средняя","2024-10-01"
"910","Nom_910","Prenom_910","Developpeur","6","Ventes","2021-03-08","","Активен","3150","5,4","2021","72,17","69","Средняя","2024-10-01"
"911","Nom_911","Prenom_911","Manager","9","Juridique","2022-06-19","2027-06-18","Активен","2069","4,12","2022","77,83","70,67","Средняя","2024-10-01"
"912","Nom_912","Prenom_912","RH","9","Juridique","2022-06-28","","Активен","2060","4,09","2022","79,42","72,67","Средняя","2024-10-01"
"913","Nom_913","Prenom_913","RH","2","Finance","2021-05-26","","Активен","984","5,18","2021","74,75","80,33","Высокая","2024-10-01"
"914","Nom_914","Prenom_914","Developpeur","10","Direction Générale","2021-10-25","","Активен","3210","4,77","2021","75,75","78,33","Средняя","2024-10-01"
"915","Nom_915","Prenom_915","Analyste","1","Ressources Humaines","2022-02-16","","Активен","3009","4,45","2022","71,33","80","Высокая","2024-10-01"
"916","Nom_916","Prenom_916","Developpeur","2","Finance","2021-10-12","","Активен","4472","4,8","2021","77,42","70","Средняя","2024-10-01"
"917","Nom_917","Prenom_917","Manager","5","Marketing","2023-12-30","","Активен","2681","2,59","2023","71,58","76,33","Средняя","2024-10-01"
"918","Nom_918","Prenom_918","RH","4","Data & Analytics","2020-01-09","","Активен","1321","6,56","2020","80,67","79","Средняя","2024-10-01"
"919","Nom_919","Prenom_919","Developpeur","4","Data & Analytics","2021-12-24","","Активен","2687","4,6","2021","73,92","61,67","Средняя","2024-10-01"
"920","Nom_920","Prenom_920","Analyste","9","Juridique","2019-05-26","","Активен","3352","7,18","2019","73,08","90,67","Высокая","2024-10-01"
"921","Nom_921","Prenom_921","Developpeur","8","Opérations","2019-08-12","","Активен","4609","6,97","2019","71","58","Низкая","2024-10-01"
"922","Nom_922","Prenom_922","Finance","6","Ventes","2022-06-16","","Активен","4955","4,13","2022","79,5","86,67","Высокая","2024-10-01"
"923","Nom_923","Prenom_923","Analyste","1","Ressources Humaines","2019-06-26","","Активен","4279","7,1","2019","75,75","83,67","Высокая","2024-10-01"
"924","Nom_924","Prenom_924","Manager","2","Finance","2023-12-08","","Активен","2209","2,65","2023","79,83","76,33","Средняя","2024-10-01"
"925","Nom_925","Prenom_925","RH","6","Ventes","2021-05-02","","Активен","2494","5,25","2021","68,25","72,67","Средняя","2024-10-01"
"926","Nom_926","Prenom_926","Developpeur","2","Finance","2022-07-29","","Активен","1326","4,01","2022","74,33","84,33","Высокая","2024-10-01"
"927","Nom_927","Prenom_927","Analyste","10","Direction Générale","2019-03-04","","Активен","3460","7,41","2019","68,75","71,33","Средняя","2024-10-01"
"928","Nom_928","Prenom_928","Finance","5","Marketing","2022-05-25","","Активен","2972","4,19","2022","69,33","71,33","Средняя","2024-10-01"
"929","Nom_929","Prenom_929","Analyste","5","Marketing","2021-04-06","","Активен","1079","5,32","2021","75,58","77,33","Средняя","2024-10-01"
"930","Nom_930","Prenom_930","Finance","6","Ventes","2021-03-05","","Активен","3764","5,41","2021","75,58","73,67","Средняя","2024-10-01"
"931","Nom_931","Prenom_931","Manager","6","Ventes","2020-11-19","","Активен","4777","5,7","2020","81,33","78","Средняя","2024-10-01"
"932","Nom_932","Prenom_932","RH","6","Ventes","2023-01-24","","Активен","3469","3,52","2023","82,83","80,33","Высокая","2024-10-01"
"933","Nom_933","Prenom_933","Manager","2","Finance","2023-06-22","2028-05-10","Активен","3693","3,11","2023","73,33","78,33","Средняя","2024-10-01"
"934","Nom_934","Prenom_934","Developpeur","10","Direction Générale","2019-04-15","","Активен","2551","7,3","2019","75,42","82,33","Высокая","2024-10-01"
"935","Nom_935","Prenom_935","Analyste","3","Informatique","2022-01-27","","Активен","4781","4,51","2022","72,58","58","Низкая","2024-10-01"
"936","Nom_936","Prenom_936","Finance","6","Ventes","2020-05-25","","Активен","3161","6,18","2020","82,25","70","Средняя","2024-10-01"
"937","Nom_937","Prenom_937","Finance","8","Opérations","2020-01-20","","Активен","4931","6,53","2020","75,08","73,67","Средняя","2024-10-01"
"938","Nom_938","Prenom_938","Analyste","1","Ressources Humaines","2020-02-09","","Активен","2508","6,48","2020","77,5","78,33","Средняя","2024-10-01"
"939","Nom_939","Prenom_939","Analyste","1","Ressources Humaines","2021-04-02","","Активен","3486","5,33","2021","73,25","79,67","Средняя","2024-10-01"
"940","Nom_940","Prenom_940","Developpeur","2","Finance","2020-06-01","","Активен","3695","6,17","2020","83,33","80,67","Высокая","2024-10-01"
"941","Nom_941","Prenom_941","Manager","6","Ventes","2020-04-20","","Активен","3576","6,28","2020","74,17","83,67","Высокая","2024-10-01"
"943","Nom_943","Prenom_943","Developpeur","4","Data & Analytics","2023-07-27","","Активен","3788","3,01","2023","79,67","72,33","Средняя","2024-10-01"
"944","Nom_944","Prenom_944","Manager","3","Informatique","2021-02-09","","Активен","994","5,47","2021","78,17","90","Высокая","2024-10-01"
"945","Nom_945","Prenom_945","Developpeur","8","Opérations","2022-12-31","","Активен","1462","3,58","2022","67,5","61,67","Средняя","2024-10-01"
"947","Nom_947","Prenom_947","Analyste","9","Juridique","2021-09-23","","Активен","2223","4,85","2021","71,17","65","Средняя","2024-10-01"
"948","Nom_948","Prenom_948","Analyste","5","Marketing","2023-05-08","","Активен","3508","3,23","2023","78,83","74,33","Средняя","2024-10-01"
"949","Nom_949","Prenom_949","Manager","9","Juridique","2020-11-07","","Активен","3975","5,73","2020","74,92","56,33","Низкая","2024-10-01"
"950","Nom_950","Prenom_950","RH","2","Finance","2020-12-14","","Активен","4614","5,63","2020","80,17","93","Высокая","2024-10-01"
"951","Nom_951","Prenom_951","Manager","3","Informatique","2023-01-21","","Активен","2814","3,53","2023","77","84,67","Высокая","2024-10-01"
"952","Nom_952","Prenom_952","RH","7","Service Client","2019-03-24","","Активен","4589","7,36","2019","69,42","70,33","Средняя","2024-10-01"
"953","Nom_953","Prenom_953","Developpeur","7","Service Client","2022-03-14","","Активен","3243","4,38","2022","72,42","71,67","Средняя","2024-10-01"
"954","Nom_954","Prenom_954","Developpeur","6","Ventes","2022-01-13","","Активен","1711","4,55","2022","70,08","71,33","Средняя","2024-10-01"
"955","Nom_955","Prenom_955","Finance","6","Ventes","2022-01-06","","Активен","4013","4,57","2022","82,58","84,33","Высокая","2024-10-01"
"956","Nom_956","Prenom_956","RH","2","Finance","2020-04-01","","Активен","3164","6,33","2020","79,67","74,67","Средняя","2024-10-01"
"958","Nom_958","Prenom_958","Analyste","6","Ventes","2019-02-20","","Активен","4272","7,44","2019","80,08","72,33","Средняя","2024-10-01"
"960","Nom_960","Prenom_960","Manager","3","Informatique","2020-12-17","","Активен","1409","5,62","2020","78,75","82","Высокая","2024-10-01"
"961","Nom_961","Prenom_961","Analyste","2","Finance","2023-12-01","","Активен","2956","2,67","2023","77,58","80","Высокая","2024-10-01"
"962","Nom_962","Prenom_962","Analyste","1","Ressources Humaines","2023-01-09","","Активен","4666","3,56","2023","71,17","66,33","Средняя","2024-10-01"
"963","Nom_963","Prenom_963","Manager","5","Marketing","2020-03-24","","Активен","1171","6,35","2020","74,5","74,67","Средняя","2024-10-01"
"964","Nom_964","Prenom_964","Analyste","2","Finance","2021-05-30","","Активен","1415","5,17","2021","72,25","63,33","Средняя","2024-10-01"
"965","Nom_965","Prenom_965","RH","2","Finance","2020-05-02","","Активен","3053","6,25","2020","72,58","65,33","Средняя","2024-10-01"
"966","Nom_966","Prenom_966","Finance","7","Service Client","2023-12-29","","Активен","4938","2,59","2023","73,25","61,67","Средняя","2024-10-01"
"968","Nom_968","Prenom_968","RH","10","Direction Générale","2022-10-03","","Активен","2068","3,83","2022","83,17","74","Средняя","2024-10-01"
"969","Nom_969","Prenom_969","Developpeur","8","Opérations","2019-04-05","","Активен","1584","7,32","2019","77,83","75","Средняя","2024-10-01"
"971","Nom_971","Prenom_971","Finance","1","Ressources Humaines","2023-04-24","","Активен","3037","3,27","2023","67,58","65","Средняя","2024-10-01"
"972","Nom_972","Prenom_972","RH","7","Service Client","2019-06-03","","Активен","4854","7,16","2019","74,67","69","Средняя","2024-10-01"
"973","Nom_973","Prenom_973","Manager","1","Ressources Humaines","2019-09-07","","Активен","1735","6,9","2019","73,42","66","Средняя","2024-10-01"
"974","Nom_974","Prenom_974","Finance","4","Data & Analytics","2020-11-04","","Активен","4780","5,74","2020","71","74","Средняя","2024-10-01"
"975","Nom_975","Prenom_975","Developpeur","8","Opérations","2020-03-13","","Активен","3138","6,38","2020","75,42","75,33","Средняя","2024-10-01"
"977","Nom_977","Prenom_977","RH","6","Ventes","2021-02-09","","Активен","2334","5,47","2021","71,25","73,67","Средняя","2024-10-01"
"979","Nom_979","Prenom_979","Developpeur","9","Juridique","2019-09-25","","Активен","4661","6,85","2019","78,58","67,33","Средняя","2024-10-01"
"980","Nom_980","Prenom_980","Manager","5","Marketing","2021-12-13","","Активен","2785","4,63","2021","67,25","65","Средняя","2024-10-01"
"981","Nom_981","Prenom_981","Developpeur","10","Direction Générale","2019-08-24","","Активен","3578","6,94","2019","74,75","70,67","Средняя","2024-10-01"
"982","Nom_982","Prenom_982","RH","4","Data & Analytics","2020-01-24","","Активен","2070","6,52","2020","72,83","66,67","Средняя","2024-10-01"
"983","Nom_983","Prenom_983","Developpeur","5","Marketing","2021-09-16","","Активен","1440","4,87","2021","74,17","72","Средняя","2024-10-01"
"984","Nom_984","Prenom_984","Analyste","10","Direction Générale","2023-10-24","","Активен","4878","2,77","2023","76,42","75","Средняя","2024-10-01"
"985","Nom_985","Prenom_985","Manager","5","Marketing","2021-02-01","","Активен","2167","5,49","2021","64,08","68","Средняя","2024-10-01"
"986","Nom_986","Prenom_986","Developpeur","8","Opérations","2020-02-05","","Активен","4842","6,49","2020","69,67","75","Средняя","2024-10-01"
"987","Nom_987","Prenom_987","RH","10","Direction Générale","2020-09-15","","Активен","3375","5,88","2020","69,33","55,67","Низкая","2024-10-01"
"988","Nom_988","Prenom_988","RH","8","Opérations","2021-02-05","","Активен","4403","5,48","2021","82,67","73,33","Средняя","2024-10-01"
"989","Nom_989","Prenom_989","Developpeur","2","Finance","2022-08-19","","Активен","2381","3,95","2022","73,08","64","Средняя","2024-10-01"
"990","Nom_990","Prenom_990","RH","7","Service Client","2021-07-07","","Активен","2786","5,07","2021","67,08","70,67","Средняя","2024-10-01"
"991","Nom_991","Prenom_991","Finance","8","Opérations","2022-05-15","","Активен","3040","4,21","2022","77,83","78","Средняя","2024-10-01"
"993","Nom_993","Prenom_993","Finance","5","Marketing","2021-05-02","","Активен","2905","5,25","2021","76,17","83","Высокая","2024-10-01"
"995","Nom_995","Prenom_995","Developpeur","3","Informatique","2019-03-16","","Активен","4796","7,38","2019","77,58","77,33","Средняя","2024-10-01"
"996","Nom_996","Prenom_996","Analyste","10","Direction Générale","2020-03-10","","Активен","1651","6,39","2020","71,25","74","Средняя","2024-10-01"
"997","Nom_997","Prenom_997","RH","4","Data & Analytics","2019-04-13","","Активен","4903","7,3","2019","75,08","89","Высокая","2024-10-01"
"998","Nom_998","Prenom_998","Analyste","9","Juridique","2022-12-16","","Активен","2876","3,62","2022","69,92","71,67","Средняя","2024-10-01"
"999","Nom_999","Prenom_999","RH","6","Ventes","2023-09-24","","Активен","3794","2,85","2023","72,17","63,67","Средняя","2024-10-01"
